,x,y,goal x,goal y,waypoint,current distance,obstacle distance,obstacle angle,heading,yaw,goal angle
144,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817877,0.3203572078474322
145,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817886,0.3203572078474322
146,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817875,0.3203572078474322
147,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817851,0.3203572078474322
148,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817851,0.3203572078474322
149,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817843,0.3203572078474322
150,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817862,0.3203572078474322
151,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817843,0.3203572078474322
152,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817846,0.3203572078474322
153,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817848,0.3203572078474322
154,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817856,0.3203572078474322
155,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817865,0.3203572078474322
156,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817833,0.3203572078474322
157,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817849,0.3203572078474322
158,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817851,0.3203572078474322
159,967567.7622947741,1935246.5012013596,967570.7154,1935247.481,0,3.11,2.33,2,1.052,-0.7316979187817866,0.3203572078474322
